2946.02	3006.41
2946.46	3005.21
2946.98	3004.6
2947.56	3004.68
2948.16	3005.34
2948.67	3006.25
2949.17	3007.15
2949.64	3007.79
2950.19	3008.06
2950.85	3008.04
2951.68	3007.91
2952.61	3007.71
2953.4	3007.48
2953.8	3007.03
2953.57	3006.41
2952.69	3005.69
2951.39	3005.18
2950.04	3005.06
2948.81	3005.52
2948.01	3006.3
2947.7	3007.12
2947.87	3007.86
2948.39	3008.32
2948.99	3008.64
2949.36	3008.85
2949.48	3009.08
2949.23	3009.4
2948.69	3009.76
2947.98	3010.36
2947.38	3011.06
2947.02	3011.83
2947.02	3012.45
2947.25	3012.62
2947.41	3012.04
2947.42	3010.59
2947.1	3008.39
2946.41	3006.01
2945.44	3004.13
2944.34	3003.15
2943.38	3003.1
2942.72	3003.74
2942.45	3004.59
2942.37	3005.41
2942.38	3005.93
2942.35	3006.35
2942.32	3006.76
2942.55	3007.38
2943.06	3008.23
2944.04	3009.32
2945.19	3010.58
2946.33	3011.78
2947.21	3012.72
2947.76	3013.04
2947.99	3012.65
2948.05	3011.58
2948.17	3010.35
2948.31	3009.59
2948.28	3009.56
2947.87	3010.34
2946.98	3011.38
2945.74	3012
2944.48	3011.91
2943.54	3011.14
2943.22	3010.09
2943.41	3009.32
2944.01	3009.18
2944.89	3009.51
2945.86	3010.03
2946.69	3010.58
2947.19	3011.08
2947.18	3011.58
2946.79	3012.09
2946.28	3012.5
2945.85	3012.68
2945.58	3012.7
2945.6	3012.67
2945.77	3012.9
2946.02	3013.32
2946.28	3013.75
2946.43	3013.84
2946.52	3013.48
2946.63	3012.74
2946.66	3011.81
2946.63	3011.05
2946.39	3010.52
2945.82	3010.29
2944.91	3010.22
2944	3010.15
2943.42	3010.25
2943.54	3010.48
2944.32	3010.99
2945.65	3011.59
2947.21	3012.19
2948.76	3012.73
2950.16	3013.23
2951.11	3013.79
2951.43	3014.4
2951.03	3014.91
2950.03	3015.21
2948.8	3015.16
2947.89	3014.82
2947.49	3014.58
2947.69	3014.62
2948.26	3014.91
2948.62	3015.38
2948.38	3015.88
2947.33	3016.46
2945.58	3017.09
2943.54	3017.7
2941.92	3018.22
2941.18	3018.39
2941.51	3018.15
2942.92	3017.48
2944.99	3016.61
2947.24	3015.76
2949.12	3015.33
2950.47	3015.5
2951.24	3016.39
2951.55	3017.95
2951.53	3019.97
2951.26	3021.97
2950.84	3023.53
2950.6	3024.31
2950.67	3024.2
2951.12	3023.41
2952.06	3022.38
2953.29	3021.39
2954.55	3020.9
2955.62	3020.96
2956.14	3021.65
2955.93	3022.87
2954.93	3024.29
2953.39	3025.82
2951.68	3027.04
2950.4	3027.81
2949.87	3028.19
2950.08	3028.24
2950.85	3027.87
2951.84	3027.28
2952.63	3026.52
2953.01	3025.54
2952.86	3024.43
2952.5	3023.51
2952.19	3022.91
2952.22	3022.83
2952.64	3023.31
2953.37	3024.05
2954.39	3024.85
2955.52	3025.31
2956.54	3025.09
2957.34	3024.09
2957.81	3022.41
2957.9	3020.58
2957.74	3019
2957.3	3018.05
2956.74	3017.89
2956.22	3018.33
2955.78	3019.14
2955.56	3020.05
2955.55	3020.89
2955.86	3021.44
2956.51	3021.69
2957.28	3021.89
2957.96	3022.24
2958.27	3022.72
2958.14	3023.27
2957.47	3023.84
2956.56	3024.41
2955.66	3025.15
2954.96	3026.32
2954.75	3027.94
2954.97	3030.09
2955.51	3032.34
2956.2	3034.39
2956.78	3036
2957.08	3036.93
2957.08	3037.04
2956.9	3036.29
2956.8	3034.95
2957.02	3033.25
2957.67	3031.57
2958.68	3030.2
2959.75	3029.18
2960.55	3028.45
2960.98	3027.69
2960.78	3026.9
2960	3025.88
2958.64	3024.85
2957.06	3024.26
2955.42	3024.08
2954.14	3024.44
2953.43	3024.92
2953.38	3025.21
2953.78	3024.93
2954.3	3023.99
2954.58	3022.35
2954.64	3020.37
2954.57	3018.43
2954.65	3017.1
2954.86	3016.69
2955.03	3017.15
2955.01	3018.38
2954.68	3019.92
2954.16	3021.5
2953.98	3023.01
2954.48	3024.37
2955.74	3025.52
2957.41	3026.41
2959.05	3027.21
2960.13	3027.9
2960.58	3028.75
2960.54	3029.73
2960.13	3030.68
2959.51	3031.36
2958.71	3031.69
2957.71	3031.54
2956.7	3031.04
2955.76	3030.22
2955.16	3029.16
2954.87	3028.03
2955.03	3027.09
2955.48	3026.29
2956.21	3025.77
2957.02	3025.34
2957.95	3025.03
2958.79	3024.74
2959.36	3024.46
2959.51	3024.5
2959.19	3024.75
2958.67	3025.14
2958.38	3025.47
2958.69	3025.67
2959.63	3025.6
2961.12	3025.44
2962.68	3025.26
2963.96	3025.13
2964.69	3025.24
2964.75	3025.63
2964.24	3026.37
2963.47	3026.97
2962.65	3027.16
2962.05	3026.78
2961.7	3026.03
2961.68	3025.28
2961.9	3024.88
2962.23	3024.75
2962.49	3024.74
2962.35	3024.42
2961.66	3023.67
2960.55	3022.67
2959.3	3021.75
2958.29	3021.36
2957.83	3021.85
2957.98	3023.25
2958.52	3025.55
2959.25	3028.18
2959.86	3030.96
2960.28	3033.3
2960.65	3034.71
2960.93	3034.88
2961.19	3033.9
2961.28	3032.18
2961.13	3030.2
2960.62	3028.53
