1468.17	1468.17
1467.97	1467.97
1467.76	1467.76
1467.54	1467.54
1467.34	1467.34
1467.18	1467.18
1467.07	1467.07
1466.99	1466.99
1466.93	1466.93
1466.87	1466.87
1466.79	1466.79
1466.7	1466.7
1466.58	1466.58
1466.45	1466.45
1466.34	1466.34
1466.24	1466.24
1466.17	1466.17
1466.12	1466.12
1466.07	1466.07
1466.02	1466.02
1465.98	1465.98
1465.98	1465.98
1466.03	1466.03
1466.13	1466.13
1466.28	1466.28
1466.45	1466.45
1466.64	1466.64
1466.84	1466.84
1467.06	1467.06
1467.27	1467.27
1467.45	1467.45
1467.57	1467.57
1467.62	1467.62
1467.6	1467.6
1467.53	1467.53
1467.43	1467.43
1467.35	1467.35
1467.32	1467.32
1467.34	1467.34
1467.41	1467.41
1467.54	1467.54
1467.68	1467.68
1467.81	1467.81
1467.89	1467.89
1467.92	1467.92
1467.92	1467.92
1467.91	1467.91
1467.91	1467.91
1467.92	1467.92
1467.95	1467.95
1467.97	1467.97
1467.97	1467.97
1467.93	1467.93
1467.85	1467.85
1467.72	1467.72
1467.57	1467.57
1467.4	1467.4
1467.24	1467.24
1467.09	1467.09
1466.96	1466.96
1466.84	1466.84
1466.75	1466.75
1466.69	1466.69
1466.68	1466.68
1466.72	1466.72
1466.82	1466.82
1466.97	1466.97
1467.13	1467.13
1467.28	1467.28
1467.4	1467.4
1467.46	1467.46
1467.48	1467.48
1467.46	1467.46
1467.41	1467.41
1467.36	1467.36
1467.3	1467.3
1467.24	1467.24
1467.18	1467.18
1467.12	1467.12
1467.06	1467.06
1467.01	1467.01
1466.97	1466.97
1466.96	1466.96
1466.99	1466.99
1467.04	1467.04
1467.13	1467.13
1467.22	1467.22
1467.33	1467.33
1467.45	1467.45
1467.59	1467.59
1467.74	1467.74
1467.88	1467.88
1468.02	1468.02
1468.13	1468.13
1468.2	1468.2
1468.24	1468.24
1468.25	1468.25
1468.23	1468.23
1468.19	1468.19
1468.12	1468.12
1468.03	1468.03
1467.9	1467.9
1467.78	1467.78
1467.69	1467.69
1467.64	1467.64
1467.65	1467.65
1467.7	1467.7
1467.77	1467.77
1467.82	1467.82
1467.81	1467.81
1467.71	1467.71
1467.54	1467.54
1467.33	1467.33
1467.13	1467.13
1467	1467
1466.95	1466.95
1467	1467
1467.11	1467.11
1467.27	1467.27
1467.44	1467.44
1467.59	1467.59
1467.72	1467.72
1467.82	1467.82
1467.91	1467.91
1467.99	1467.99
1468.07	1468.07
1468.15	1468.15
1468.24	1468.24
1468.33	1468.33
1468.43	1468.43
1468.53	1468.53
1468.64	1468.64
1468.75	1468.75
1468.85	1468.85
1468.95	1468.95
1469.05	1469.05
1469.17	1469.17
1469.32	1469.32
1469.5	1469.5
1469.71	1469.71
1469.95	1469.95
1470.24	1470.24
1470.58	1470.58
1470.99	1470.99
1471.45	1471.45
1471.92	1471.92
1472.4	1472.4
1472.85	1472.85
1473.29	1473.29
1473.71	1473.71
1474.12	1474.12
1474.54	1474.54
1474.98	1474.98
1475.43	1475.43
1475.88	1475.88
1476.31	1476.31
1476.72	1476.72
1477.11	1477.11
1477.5	1477.5
1477.91	1477.91
1478.34	1478.34
1478.81	1478.81
1479.31	1479.31
1479.81	1479.81
1480.31	1480.31
1480.81	1480.81
1481.33	1481.33
1481.88	1481.88
1482.46	1482.46
1483.07	1483.07
1483.66	1483.66
1484.2	1484.2
1484.68	1484.68
1485.1	1485.1
1485.5	1485.5
1485.91	1485.91
1486.34	1486.34
1486.79	1486.79
1487.25	1487.25
1487.7	1487.7
1488.13	1488.13
1488.54	1488.54
1488.91	1488.91
1489.26	1489.26
1489.59	1489.59
1489.9	1489.9
1490.21	1490.21
1490.5	1490.5
1490.78	1490.78
1491.04	1491.04
1491.28	1491.28
1491.51	1491.51
1491.77	1491.77
1492.06	1492.06
1492.39	1492.39
1492.76	1492.76
1493.15	1493.15
1493.53	1493.53
1493.89	1493.89
1494.21	1494.21
1494.47	1494.47
1494.7	1494.7
1494.92	1494.92
1495.14	1495.14
1495.38	1495.38
1495.66	1495.66
1495.97	1495.97
1496.3	1496.3
1496.64	1496.64
1496.97	1496.97
1497.28	1497.28
1497.58	1497.58
1497.87	1497.87
1498.14	1498.14
1498.39	1498.39
1498.62	1498.62
1498.83	1498.83
1499.06	1499.06
1499.31	1499.31
1499.59	1499.59
1499.9	1499.9
1500.23	1500.23
1500.59	1500.59
1500.98	1500.98
1501.39	1501.39
1501.84	1501.84
1502.31	1502.31
1502.8	1502.8
1503.29	1503.29
1503.78	1503.78
1504.25	1504.25
1504.74	1504.74
1505.23	1505.23
1505.76	1505.76
1506.33	1506.33
1506.96	1506.96
1507.65	1507.65
1508.41	1508.41
1509.21	1509.21
1510.06	1510.06
1510.93	1510.93
1511.81	1511.81
1512.66	1512.66
1513.48	1513.48
1514.23	1514.23
1514.91	1514.91
1515.54	1515.54
1516.14	1516.14
1516.72	1516.72
1517.33	1517.33
1517.95	1517.95
1518.58	1518.58
1519.19	1519.19
1519.79	1519.79
1520.35	1520.35
1520.85	1520.85
1521.3	1521.3
1521.7	1521.7
1522.09	1522.09
1522.48	1522.48
1522.91	1522.91
1523.34	1523.34
1523.78	1523.78
1524.19	1524.19
1524.57	1524.57
1524.91	1524.91
1525.23	1525.23
1525.53	1525.53
1525.84	1525.84
1526.17	1526.17
1526.56	1526.56
1527.03	1527.03
1527.56	1527.56
1528.13	1528.13
1528.7	1528.7
1529.25	1529.25
1529.75	1529.75
1530.2	1530.2
1530.61	1530.61
1530.98	1530.98
1531.32	1531.32
1531.62	1531.62
1531.87	1531.87
1532.1	1532.1
1532.3	1532.3
1532.51	1532.51
1532.73	1532.73
1532.96	1532.96
1533.19	1533.19
1533.44	1533.44
1533.69	1533.69
1533.95	1533.95
